"date","open","high","low","close","volume","oi"
01/09/2014,183550,183600,183550,183600,157000,0
01/09/2014,183600,183600,183575,183575,141000,0
01/09/2014,183575,183625,183550,183625,413000,1
01/09/2014,183625,183625,183550,183600,367000,0
01/09/2014,183600,183600,183550,183575,965000,0
01/09/2014,183575,183675,183575,183625,825000,1
01/09/2014,183650,183725,183650,183700,1146000,1
01/09/2014,183700,183750,183700,183725,1376000,1
01/09/2014,183725,183800,183700,183775,1285000,1
01/09/2014,183750,183750,183725,183750,602000,1
01/09/2014,183750,183750,183700,183725,105000,1
01/09/2014,183725,183725,183700,183725,129000,0
01/09/2014,183725,183725,183675,183675,408000,0
01/09/2014,183675,183700,183625,183675,512000,0
01/09/2014,183675,183675,183625,183625,463000,0
01/09/2014,183625,183625,183600,183600,807000,0
01/09/2014,183600,183625,183525,183625,905000,0
01/09/2014,183625,183625,183550,183575,442000,0
01/09/2014,183575,183600,183550,183575,499000,0
01/09/2014,183575,183700,183575,183675,910000,1
01/09/2014,183675,183675,183600,183625,392000,1
01/09/2014,183625,183675,183625,183650,845000,1
01/09/2014,183650,183725,183650,183725,781000,1
01/09/2014,183725,183725,183700,183700,329000,1
01/09/2014,183725,183725,183650,183650,829000,1
01/09/2014,183650,183700,183650,183700,608000,1
01/09/2014,183700,183725,183700,183700,283000,1
01/09/2014,183700,183700,183650,183650,380000,1
01/09/2014,183650,183700,183650,183700,19000,1
01/09/2014,183700,183700,183625,183625,326000,0
01/09/2014,183625,183650,183600,183625,122000,0
01/09/2014,183625,183625,183575,183575,655000,0
01/09/2014,183575,183575,183550,183575,404000,0
01/09/2014,183575,183600,183550,183600,467000,0
01/09/2014,183600,183600,183575,183575,146000,0
01/09/2014,183575,183575,183550,183575,558000,0
01/09/2014,183575,183600,183575,183600,212000,0
01/09/2014,183600,183600,183575,183575,113000,1
01/09/2014,183575,183575,183550,183575,185000,0
01/09/2014,183575,183575,183550,183575,107000,0
01/09/2014,183575,183600,183575,183575,171000,1
01/09/2014,183575,183575,183550,183575,143000,0
01/09/2014,183575,183575,183550,183575,160000,0
01/09/2014,183575,183600,183575,183600,187000,1
01/09/2014,183575,183625,183550,183575,576000,0
01/09/2014,183575,183600,183575,183600,207000,1
01/09/2014,183600,183625,183600,183600,82000,1
01/09/2014,183600,183625,183600,183625,233000,1
01/09/2014,183625,183650,183600,183625,398000,1
01/09/2014,183625,183625,183600,183625,204000,1
01/09/2014,183625,183700,183625,183700,443000,1
01/09/2014,183700,183700,183675,183675,331000,1
01/09/2014,183675,183675,183625,183625,192000,0
01/09/2014,183625,183675,183625,183675,219000,0
01/09/2014,183650,183700,183650,183675,141000,1
01/09/2014,183675,183725,183675,183675,694000,1
01/09/2014,183675,183700,183675,183675,109000,1
01/09/2014,183675,183700,183650,183650,479000,0
01/09/2014,183650,183675,183650,183650,40000,0
01/09/2014,183650,183725,183650,183700,359000,1
01/09/2014,183700,183750,183700,183725,1393000,1
01/09/2014,183725,183775,183725,183775,1140000,1
01/09/2014,183750,183775,183625,183650,2950000,0
01/09/2014,183650,183700,183625,183625,4409000,0
01/09/2014,183650,183725,183650,183700,4736000,0
01/09/2014,183675,183700,183575,183650,2378000,0
01/09/2014,183675,183725,183625,183650,1993000,0
01/09/2014,183675,183775,183675,183775,3094000,1
01/09/2014,183775,183775,183725,183750,1873000,1
01/09/2014,183750,183750,183625,183625,2597000,1
01/09/2014,183650,183675,183575,183600,3086000,0
01/09/2014,183625,183650,183600,183600,1390000,0
01/09/2014,183600,183625,183450,183500,2948000,0
01/09/2014,183475,183500,183425,183475,2437000,0
01/09/2014,183500,183525,183475,183500,2814000,0
01/09/2014,183475,183525,183475,183500,1811000,0
01/09/2014,183475,183575,183475,183550,1708000,0
01/09/2014,183525,183550,183450,183475,1318000,0
01/09/2014,183475,183500,183425,183450,2136000,0
01/09/2014,183475,183550,183450,183525,2191000,1
01/09/2014,183550,183650,183525,183600,2897000,1
01/09/2014,183600,183625,183525,183575,2282000,1
01/09/2014,183600,183600,183525,183550,1831000,1
01/09/2014,183525,183550,183475,183525,1693000,0
01/09/2014,183525,183525,183425,183500,2946000,0
01/09/2014,183500,183600,183500,183600,1752000,0
01/09/2014,183600,183600,183525,183550,1604000,0
01/09/2014,183550,183600,183550,183600,1364000,1
01/09/2014,183600,183625,183550,183600,1064000,1
01/09/2014,183600,183650,183575,183575,1786000,1
01/09/2014,183575,183625,183500,183500,1979000,0
01/09/2014,183525,183675,183500,183675,3463000,1
01/09/2014,183675,183725,183650,183650,3164000,1
01/09/2014,183675,183675,183600,183650,2489000,1
01/09/2014,183650,183725,183650,183700,1990000,1
01/09/2014,183750,183750,183675,183675,2880000,1
01/09/2014,183700,183700,183625,183650,1893000,1
01/09/2014,183650,183675,183625,183650,1349000,1
01/09/2014,183650,183725,183575,183575,2868000,0
01/09/2014,183575,183600,183525,183525,3541000,0
01/09/2014,183550,183550,183350,183350,2638000,0
01/09/2014,183350,183425,183350,183425,5001000,0
01/09/2014,183400,183400,183250,183300,4152000,0
01/09/2014,183300,183325,183250,183325,4189000,0
01/09/2014,183325,183400,183300,183375,2343000,0
01/09/2014,183375,183400,183325,183325,3369000,0
01/09/2014,183325,183425,183325,183400,2019000,1
01/09/2014,183400,183425,183250,183300,4530000,0
01/09/2014,183300,183300,183225,183300,3293000,0
01/09/2014,183300,183300,183150,183150,5514000,0
01/09/2014,183150,183325,183150,183325,4887000,0
01/09/2014,183300,183350,183300,183350,736000,1
01/09/2014,183325,183375,183200,183225,2766000,1
01/09/2014,183225,183275,183175,183250,3299000,1
01/09/2014,183250,183275,183200,183275,3392000,1
01/09/2014,183275,183275,183175,183250,2502000,0
01/09/2014,183250,183300,183250,183275,2298000,0
01/09/2014,183275,183275,183150,183200,4522000,0
01/09/2014,183225,183225,183175,183200,2379000,0
01/09/2014,183200,183250,183175,183250,1427000,0
01/09/2014,183250,183275,183200,183275,1728000,0
01/09/2014,183275,183275,183200,183200,2593000,0
01/09/2014,183225,183275,183225,183275,2655000,1
01/09/2014,183275,183275,183175,183200,2529000,1
01/09/2014,183175,183200,183125,183200,1937000,0
01/09/2014,183200,183250,183175,183200,3151000,0
01/09/2014,183225,183225,183175,183200,3254000,0
01/09/2014,183200,183225,183150,183175,1962000,0
01/09/2014,183175,183275,183175,183250,2666000,1
01/09/2014,183250,183300,183250,183300,1287000,1
01/09/2014,183300,183300,183250,183275,1177000,1
01/09/2014,183275,183275,183225,183225,2269000,1
01/09/2014,183225,183275,183125,183125,3175000,0
01/09/2014,183125,183150,183000,183050,5662000,0
01/09/2014,183050,183050,182975,183050,2188000,0
01/09/2014,183050,183050,182950,183025,2949000,0
01/09/2014,183000,183000,182850,182900,7305000,0
01/09/2014,182875,182875,182750,182800,5545000,0
01/09/2014,182800,182875,182775,182850,3337000,0
01/09/2014,182850,182875,182750,182750,3657000,0
01/09/2014,182750,182825,182700,182800,4292000,0
01/09/2014,182800,182850,182775,182825,1790000,0
01/09/2014,182800,182825,182750,182825,2558000,0
01/09/2014,182800,182800,182650,182725,4895000,0
01/09/2014,182700,182775,182700,182775,3432000,0
01/09/2014,182775,182800,182700,182750,1355000,1
01/09/2014,182750,182775,182700,182725,3464000,1
01/09/2014,182725,182750,182625,182675,3701000,0
01/09/2014,182675,182700,182575,182675,4730000,0
01/09/2014,182675,182725,182650,182725,2196000,0
01/09/2014,182700,182775,182700,182775,5482000,1
01/09/2014,182775,182800,182725,182775,6045000,1
01/09/2014,182775,182775,182700,182700,2836000,1
01/09/2014,182700,182725,182650,182675,3533000,1
01/09/2014,182675,182750,182675,182725,1085000,1
01/09/2014,182725,182750,182675,182750,2128000,1
01/09/2014,182750,182750,182700,182700,2633000,1
01/09/2014,182700,182700,182525,182525,5415000,0
01/09/2014,182525,182650,182525,182550,6703000,0
01/09/2014,182550,182600,182450,182550,6838000,0
01/09/2014,182550,182625,182550,182575,2414000,0
01/09/2014,182575,182600,182475,182500,3627000,0
01/09/2014,182525,182525,182425,182525,4736000,0
01/09/2014,182525,182525,182450,182525,5621000,0
01/09/2014,182525,182550,182450,182525,5376000,0
01/09/2014,182550,182625,182550,182575,2830000,1
01/09/2014,182575,182600,182500,182525,10120000,1
01/09/2014,182500,182575,182500,182575,7877000,1
01/09/2014,182575,182625,182575,182625,3420000,1
01/09/2014,182625,182650,182575,182625,1802000,1
01/09/2014,182625,182650,182625,182625,2935000,1
01/09/2014,182650,182675,182625,182625,2161000,1
01/09/2014,182625,182675,182600,182675,4390000,1
01/09/2014,182675,182700,182650,182650,2862000,1
01/09/2014,182650,182675,182625,182625,1296000,1
01/09/2014,182625,182675,182600,182675,3863000,0
01/09/2014,182675,182725,182650,182725,6670000,1
01/09/2014,182725,182750,182700,182700,1965000,1
01/09/2014,182700,182750,182675,182725,3635000,1
01/09/2014,182725,182750,182675,182700,2661000,1
01/09/2014,182700,182700,182650,182650,3690000,0
01/09/2014,182675,182700,182625,182700,3216000,0
01/09/2014,182675,182700,182650,182675,1630000,0
01/09/2014,182675,182675,182625,182625,1471000,0
01/09/2014,182650,182675,182625,182625,1049000,0
01/09/2014,182625,182675,182600,182625,1469000,0
01/09/2014,182625,182675,182625,182675,1132000,0
01/09/2014,182650,182750,182650,182750,1917000,1
01/09/2014,182750,182775,182725,182750,2353000,1
01/09/2014,182750,182800,182750,182800,2411000,1
01/09/2014,182775,182825,182775,182800,2554000,1
01/09/2014,182800,182825,182775,182825,1739000,1
01/09/2014,182825,182850,182800,182825,1876000,1
01/09/2014,182825,182850,182800,182800,306000,1
01/09/2014,182800,182825,182775,182800,792000,1
01/09/2014,182800,182800,182750,182775,1928000,0
01/09/2014,182775,182850,182775,182825,1270000,1
01/09/2014,182825,182825,182725,182750,2187000,0
01/09/2014,182750,182775,182725,182750,745000,0
01/09/2014,182750,182775,182750,182775,2464000,0
01/09/2014,182775,182800,182750,182775,744000,0
01/09/2014,182775,182825,182775,182800,625000,0
01/09/2014,182800,182825,182800,182800,581000,0
01/09/2014,182800,182825,182775,182800,1556000,0
01/09/2014,182800,182800,182725,182725,756000,0
01/09/2014,182725,182800,182725,182750,1205000,0
01/09/2014,182750,182800,182750,182800,540000,0
01/09/2014,182800,182800,182750,182775,695000,0
01/09/2014,182750,182775,182725,182750,908000,0
01/09/2014,182750,182825,182750,182800,801000,0
01/09/2014,182800,182825,182750,182775,1331000,0
01/09/2014,182775,182825,182750,182825,698000,0
01/09/2014,182800,182825,182775,182800,787000,0
01/09/2014,182825,182850,182800,182825,1586000,1
01/09/2014,182825,182825,182750,182750,2012000,1
01/09/2014,182750,182800,182750,182775,318000,1
01/09/2014,182775,182850,182775,182825,2070000,1
01/09/2014,182825,182875,182825,182825,1464000,1
01/09/2014,182825,182850,182800,182825,1723000,1
01/09/2014,182850,182900,182850,182850,2080000,1
01/09/2014,182875,182875,182850,182875,939000,1
01/09/2014,182875,182875,182800,182825,1390000,0
01/09/2014,182825,182850,182800,182825,1789000,0
01/09/2014,182825,182850,182825,182825,110000,0
01/09/2014,182825,182850,182800,182800,1037000,0
01/09/2014,182800,182850,182800,182800,468000,0
01/09/2014,182800,182850,182800,182850,324000,0
01/09/2014,182825,182850,182825,182825,326000,0
01/09/2014,182825,182875,182825,182850,775000,0
01/09/2014,182850,182850,182825,182825,143000,0
01/09/2014,182825,182875,182825,182825,494000,0
01/09/2014,182825,182850,182800,182825,698000,0
01/09/2014,182825,182850,182800,182825,371000,0
01/09/2014,182825,182825,182800,182825,858000,0
01/09/2014,182825,182850,182800,182825,509000,0
01/09/2014,182825,182875,182825,182875,757000,0
01/09/2014,182875,182925,182850,182925,1118000,1
01/09/2014,182925,182925,182875,182875,2447000,1
01/09/2014,182875,182925,182875,182925,633000,1
01/09/2014,182925,182925,182900,182925,368000,1
01/09/2014,182925,182950,182900,182950,2179000,1
01/09/2014,182950,182950,182900,182900,1145000,1
01/09/2014,182900,183075,182900,183025,4214000,1
01/09/2014,183050,183125,183025,183125,5379000,1
01/09/2014,183125,183125,183075,183100,3448000,1
01/09/2014,183100,183125,183100,183125,1254000,1
01/09/2014,183125,183150,183100,183125,1751000,1
01/09/2014,183125,183125,183075,183100,619000,1
01/09/2014,183125,183175,183100,183175,1695000,1
01/09/2014,183175,183200,183150,183175,1070000,1
01/09/2014,183175,183175,183125,183125,1321000,1
01/09/2014,183150,183175,183125,183125,818000,0
01/09/2014,183150,183150,183125,183125,431000,0
01/09/2014,183125,183175,183125,183150,2932000,0
01/09/2014,183150,183175,183125,183125,2170000,0
01/09/2014,183125,183150,183125,183150,678000,0
01/09/2014,183150,183150,183100,183125,548000,0
01/09/2014,183100,183125,183050,183050,1696000,0
01/09/2014,183075,183075,183050,183075,1740000,0
01/09/2014,183075,183100,183075,183100,1824000,0
01/09/2014,183100,183100,183075,183075,849000,0
01/09/2014,183075,183125,183075,183075,1040000,1
01/09/2014,183075,183100,183075,183075,326000,1
01/09/2014,183075,183100,183075,183100,337000,1
01/09/2014,183100,183100,183075,183100,908000,1
01/09/2014,183100,183125,183075,183125,559000,1
01/09/2014,183125,183125,183100,183125,122000,1
01/09/2014,183125,183175,183100,183175,2462000,1
01/09/2014,183175,183175,183150,183175,280000,1
01/09/2014,183175,183200,183150,183200,1696000,1
01/09/2014,183200,183225,183150,183225,2109000,1
01/09/2014,183225,183225,183175,183175,1562000,1
01/09/2014,183200,183250,183200,183225,886000,1
01/09/2014,183225,183225,183200,183225,1434000,1
01/09/2014,183225,183225,183175,183175,468000,0
01/09/2014,183175,183175,183125,183125,1071000,0
01/09/2014,183150,183175,183125,183150,692000,0
01/09/2014,183175,183200,183150,183200,210000,0
01/09/2014,183200,183200,183125,183125,1094000,0
01/09/2014,183125,183150,183100,183100,416000,0
01/09/2014,183100,183125,183100,183100,451000,0
01/09/2014,183100,183150,183100,183150,860000,0
01/09/2014,183150,183150,183100,183125,436000,0
01/09/2014,183125,183125,183075,183100,817000,0
01/09/2014,183075,183100,183075,183075,394000,0
01/09/2014,183075,183100,183075,183075,168000,0
01/09/2014,183100,183100,183075,183100,875000,0
01/09/2014,183075,183075,183025,183050,4419000,0
01/09/2014,183050,183075,183050,183050,203000,0
01/09/2014,183050,183100,183050,183100,4049000,1
01/09/2014,183100,183125,183075,183075,1383000,1
01/09/2014,183075,183125,183075,183125,2118000,1
01/09/2014,183125,183125,183075,183075,4399000,1
01/09/2014,183075,183100,183075,183100,1138000,1
01/09/2014,183100,183100,183050,183050,509000,0
01/09/2014,183050,183100,183050,183100,1986000,0
01/09/2014,183075,183100,183075,183100,1560000,0
01/09/2014,183100,183125,183075,183100,158000,1
01/09/2014,183125,183150,183100,183150,338000,1
01/09/2014,183150,183175,183150,183175,1115000,1
01/09/2014,183150,183225,183150,183150,1786000,1
01/09/2014,183150,183200,183150,183175,1115000,1
01/09/2014,183175,183225,183175,183200,1278000,1
01/09/2014,183200,183200,183125,183125,2524000,0
01/09/2014,183150,183150,183100,183125,3015000,0
01/09/2014,183125,183150,183125,183125,182000,0
01/09/2014,183125,183150,183125,183150,307000,0
01/09/2014,183150,183150,183025,183025,3771000,0
01/09/2014,183025,183050,183000,183000,1175000,0
01/09/2014,183000,183075,183000,183000,5893000,0
01/09/2014,183025,183050,182975,183025,3029000,0
01/09/2014,183025,183075,183025,183050,1869000,0
01/09/2014,183050,183100,183025,183075,1304000,1
01/09/2014,183075,183100,183075,183100,534000,1
01/09/2014,183100,183100,183050,183075,242000,1
01/09/2014,183050,183075,183025,183050,427000,1
01/09/2014,183050,183050,183000,183025,1034000,1
01/09/2014,183025,183025,182975,182975,478000,0
01/09/2014,182975,183000,182950,183000,2328000,0
01/09/2014,182975,183025,182975,183000,838000,0
01/09/2014,183000,183025,182950,182950,720000,0
01/09/2014,182950,183000,182950,182975,945000,0
01/09/2014,182975,183000,182975,183000,218000,0
01/09/2014,182975,183025,182975,183025,501000,0
01/09/2014,183000,183000,182950,182975,970000,0
01/09/2014,183000,183000,182900,182925,1439000,0
01/09/2014,182900,182950,182900,182925,815000,0
01/09/2014,182925,183000,182925,182975,1612000,1
01/09/2014,182975,183000,182950,182950,459000,1
01/09/2014,182950,182975,182900,182900,639000,0
01/09/2014,182900,182925,182875,182900,542000,0
01/09/2014,182900,182925,182875,182900,1174000,0
01/09/2014,182900,182900,182850,182875,1261000,0
01/09/2014,182850,182875,182825,182825,1249000,0
01/09/2014,182825,182850,182700,182725,2890000,0
01/09/2014,182725,182750,182650,182650,3195000,0
01/09/2014,182650,182675,182600,182675,2148000,0
01/09/2014,182650,182700,182650,182675,2851000,0
01/09/2014,182675,182750,182675,182725,1306000,0
01/09/2014,182725,182750,182700,182725,1129000,1
01/09/2014,182725,182725,182700,182725,1105000,1
01/09/2014,182725,182750,182700,182750,962000,1
01/09/2014,182750,182750,182700,182700,1210000,1
01/09/2014,182700,182775,182675,182775,858000,1
01/09/2014,182750,182800,182750,182800,1005000,1
01/09/2014,182775,182825,182775,182800,1623000,1
01/09/2014,182800,182825,182775,182825,797000,1
01/09/2014,182825,182825,182800,182825,588000,1
01/09/2014,182800,182825,182775,182800,1528000,1
01/09/2014,182800,182800,182775,182775,858000,1
01/09/2014,182775,182825,182775,182800,915000,1
01/09/2014,182800,182825,182775,182800,770000,0
01/09/2014,182800,182800,182775,182800,372000,0
01/09/2014,182825,182825,182775,182800,465000,1
01/09/2014,182800,182950,182775,182900,2036000,1
01/09/2014,182875,182900,182875,182875,689000,1
01/09/2014,182875,182900,182850,182875,467000,1
01/09/2014,182900,182900,182850,182850,506000,1
01/09/2014,182875,182900,182850,182850,697000,1
01/09/2014,182850,182900,182850,182850,774000,1
01/09/2014,182850,182925,182850,182900,937000,1
01/09/2014,182900,182900,182850,182900,787000,1
01/09/2014,182900,182900,182850,182850,175000,1
01/09/2014,182850,182875,182850,182875,506000,1
01/09/2014,182875,182875,182800,182800,907000,1
01/09/2014,182800,182850,182800,182825,2565000,1
01/09/2014,182825,182825,182750,182775,1771000,0
01/09/2014,182775,182775,182750,182750,1106000,0
01/09/2014,182750,182825,182750,182800,1290000,0
01/09/2014,182800,182825,182775,182800,919000,0
01/09/2014,182825,182825,182800,182800,475000,0
01/09/2014,182800,182825,182800,182800,395000,0
01/09/2014,182800,182900,182800,182900,1172000,0
01/09/2014,182900,182975,182875,182950,354000,1
01/09/2014,182975,182975,182925,182950,3114000,1
01/09/2014,182950,183050,182950,183025,3393000,1
01/09/2014,183050,183100,183050,183050,4390000,1
01/09/2014,183075,183075,183050,183075,2138000,1
01/09/2014,183075,183100,183075,183075,2548000,1
01/09/2014,183075,183100,183050,183050,623000,1
01/09/2014,183050,183100,183050,183075,930000,1
01/09/2014,183075,183125,183050,183100,1895000,1
01/09/2014,183125,183175,183100,183150,2232000,1
01/09/2014,183150,183175,183125,183150,2456000,1
01/09/2014,183150,183175,183100,183125,1711000,1
01/09/2014,183150,183175,183125,183150,7779000,1
01/09/2014,183150,183150,183125,183125,427000,1
01/09/2014,183150,183150,183100,183100,1353000,0
01/09/2014,183100,183125,183100,183125,338000,0
01/09/2014,183125,183125,183050,183050,1803000,0
01/09/2014,183050,183075,183025,183050,3070000,0
01/09/2014,183050,183100,183050,183075,3721000,0
01/09/2014,183075,183100,183050,183050,962000,0
01/09/2014,183050,183075,183000,183025,656000,0
01/09/2014,183025,183075,183025,183050,1254000,0
01/09/2014,183050,183075,183025,183050,750000,0
01/09/2014,183050,183100,183050,183075,905000,1
01/09/2014,183100,183175,183075,183150,1232000,1
01/09/2014,183150,183200,183125,183175,2076000,1
01/09/2014,183175,183175,183075,183075,344000,0
01/09/2014,183100,183125,183075,183100,1785000,0
01/09/2014,183100,183150,183075,183150,752000,0
01/09/2014,183150,183200,183125,183175,3373000,1
01/09/2014,183175,183200,183175,183175,1447000,1
01/09/2014,183175,183275,183150,183250,1940000,1
01/09/2014,183250,183275,183225,183250,2911000,1
01/09/2014,183250,183250,183225,183250,1956000,1
01/09/2014,183250,183375,183250,183350,2917000,1
01/09/2014,183350,183375,183325,183350,4389000,1
01/09/2014,183325,183350,183275,183300,2992000,1
01/09/2014,183325,183325,183250,183250,4248000,0
01/09/2014,183275,183300,183250,183275,2126000,0
01/09/2014,183275,183325,183250,183300,2041000,0
01/09/2014,183300,183375,183300,183375,1838000,1
01/09/2014,183375,183400,183275,183275,1605000,1
01/09/2014,183300,183325,183275,183300,961000,1
01/09/2014,183300,183325,183275,183300,146000,0
01/09/2014,183300,183325,183250,183275,3938000,0
01/09/2014,183275,183325,183275,183300,2213000,0
01/09/2014,183325,183375,183300,183350,846000,1
01/09/2014,183350,183350,183300,183325,1783000,1
01/09/2014,183300,183375,183300,183300,1945000,1
01/09/2014,183325,183375,183300,183350,4100000,1
01/09/2014,183375,183375,183250,183275,2024000,0
01/09/2014,183300,183300,183200,183200,2299000,0
01/09/2014,183200,183275,183200,183225,1910000,0
01/09/2014,183250,183275,183225,183225,876000,0
01/09/2014,183225,183250,183125,183150,4161000,0
01/09/2014,183150,183175,183125,183150,1385000,0
01/09/2014,183150,183175,183125,183150,1256000,0
01/09/2014,183150,183225,183125,183225,1450000,0
01/09/2014,183225,183300,183225,183300,2106000,1
01/09/2014,183300,183300,183225,183300,3018000,1
01/09/2014,183300,183350,183275,183325,1182000,1
01/09/2014,183325,183325,183250,183275,1085000,1
01/09/2014,183275,183325,183250,183325,1004000,1
01/09/2014,183325,183325,183250,183250,3571000,1
01/09/2014,183225,183275,183225,183250,1132000,1
01/09/2014,183250,183300,183250,183300,913000,1
01/09/2014,183300,183300,183250,183275,1836000,1
01/09/2014,183275,183350,183275,183325,1485000,1
01/09/2014,183325,183350,183325,183325,1448000,1
01/09/2014,183350,183425,183325,183400,3244000,1
01/09/2014,183400,183400,183350,183400,1806000,1
01/09/2014,183400,183400,183300,183300,830000,0
01/09/2014,183300,183325,183225,183250,2352000,0
01/09/2014,183250,183325,183250,183325,1567000,0
01/09/2014,183325,183325,183250,183275,3923000,0
01/09/2014,183275,183275,183225,183275,3675000,0
01/09/2014,183250,183300,183250,183300,4187000,0
01/09/2014,183300,183300,183225,183275,17316000,0
01/09/2014,183275,183325,183275,183300,7661000,1
01/09/2014,183300,183300,183275,183275,1979000,1
01/09/2014,183275,183300,183275,183275,3584000,1
01/09/2014,183275,183300,183250,183275,3089000,1
01/09/2014,183275,183300,183250,183275,5628000,1
01/09/2014,183300,183300,183275,183275,696000,1
01/09/2014,183275,183300,183275,183300,482000,1
01/09/2014,183300,183300,183275,183300,932000,1
01/09/2014,183300,183300,183275,183300,547000,1
01/09/2014,183300,183300,183275,183300,424000,1
01/09/2014,183275,183300,183250,183250,516000,1
01/09/2014,183250,183275,183250,183250,358000,1
01/09/2014,183275,183275,183250,183250,652000,1
01/09/2014,183250,183275,183250,183250,777000,1
01/09/2014,183275,183325,183250,183325,7449000,1
01/09/2014,183300,183300,183300,183300,2000,1
01/09/2014,183325,183325,183325,183325,10000,1
01/09/2014,183325,183325,183300,183325,204000,1
01/09/2014,183325,183325,183300,183300,314000,1
01/09/2014,183325,183325,183300,183300,124000,1
01/09/2014,183300,183325,183300,183325,103000,1
01/09/2014,183325,183325,183300,183300,856000,1
01/09/2014,183300,183300,183275,183275,651000,1
01/09/2014,183275,183300,183275,183300,520000,1
01/09/2014,183300,183350,183300,183350,1091000,1
01/09/2014,183350,183350,183325,183350,707000,1
01/09/2014,183350,183350,183325,183325,138000,1
01/09/2014,183325,183350,183325,183350,45000,1
01/09/2014,183350,183350,183350,183350,22000,1
01/09/2014,183325,183350,183325,183350,698000,1
01/09/2014,183350,183350,183350,183350,231000,1
01/09/2014,183350,183350,183325,183350,66000,1
01/09/2014,183350,183350,183350,183350,0,1
01/10/2014,183525,183525,183500,183500,6000,1
01/10/2014,183500,183525,183500,183525,49000,1
01/10/2014,183525,183550,183525,183525,101000,1
01/10/2014,183550,183550,183550,183550,49000,1
01/10/2014,183550,183550,183550,183550,2000,1
01/10/2014,183525,183550,183525,183550,12000,1
01/10/2014,183550,183550,183550,183550,7000,1
01/10/2014,183525,183525,183525,183525,39000,1
01/10/2014,183550,183550,183550,183550,106000,1
01/10/2014,183550,183550,183550,183550,49000,1
01/10/2014,183525,183525,183500,183500,69000,0
01/10/2014,183500,183525,183500,183525,6000,0
01/10/2014,183525,183525,183500,183500,9000,0
01/10/2014,183500,183500,183500,183500,0,0
01/10/2014,183525,183525,183500,183500,6000,0
01/10/2014,183500,183525,183500,183525,9000,0
01/10/2014,183525,183525,183525,183525,82000,0
01/10/2014,183525,183525,183525,183525,14000,0
01/10/2014,183525,183525,183525,183525,12000,0
01/10/2014,183500,183525,183500,183525,135000,0
01/10/2014,183525,183550,183525,183550,42000,1
01/10/2014,183525,183525,183525,183525,36000,1
01/10/2014,183550,183550,183550,183550,82000,1
01/10/2014,183525,183550,183525,183550,35000,1
01/10/2014,183550,183550,183550,183550,23000,1
01/10/2014,183525,183525,183525,183525,49000,1
01/10/2014,183525,183550,183525,183525,7000,1
01/10/2014,183525,183525,183525,183525,95000,1
01/10/2014,183525,183575,183525,183525,153000,1
01/10/2014,183525,183525,183525,183525,3000,1
01/10/2014,183550,183550,183550,183550,27000,1
01/10/2014,183525,183550,183525,183550,11000,1
01/10/2014,183550,183575,183550,183550,35000,1
01/10/2014,183550,183550,183550,183550,20000,1
01/10/2014,183575,183575,183550,183550,92000,1
01/10/2014,183550,183575,183550,183550,44000,1
01/10/2014,183550,183550,183550,183550,0,1
01/10/2014,183575,183575,183575,183575,35000,1
01/10/2014,183550,183575,183550,183550,7000,0
01/10/2014,183550,183575,183550,183575,15000,0
01/10/2014,183575,183575,183550,183550,108000,0
01/10/2014,183550,183575,183550,183575,2000,0
01/10/2014,183575,183575,183575,183575,2000,1
01/10/2014,183550,183575,183550,183575,137000,0
01/10/2014,183575,183600,183550,183575,157000,1
01/10/2014,183575,183600,183575,183600,2000,1
01/10/2014,183600,183600,183575,183575,1000,1
01/10/2014,183575,183600,183575,183600,186000,1
01/10/2014,183600,183600,183575,183575,24000,1
01/10/2014,183575,183575,183575,183575,20000,1
01/10/2014,183575,183575,183575,183575,1000,1
01/10/2014,183575,183575,183575,183575,22000,1
01/10/2014,183575,183600,183575,183600,30000,1
01/10/2014,183600,183600,183575,183575,30000,1
01/10/2014,183600,183600,183575,183600,437000,1
01/10/2014,183600,183600,183575,183600,32000,1
01/10/2014,183600,183600,183575,183600,6000,1
01/10/2014,183600,183600,183575,183600,13000,1
01/10/2014,183600,183600,183575,183575,29000,1
01/10/2014,183575,183600,183575,183600,34000,1
01/10/2014,183600,183600,183575,183600,124000,1
01/10/2014,183600,183600,183575,183575,14000,1
01/10/2014,183575,183600,183575,183600,1000,1
01/10/2014,183600,183600,183575,183575,4000,1
01/10/2014,183575,183575,183575,183575,9000,1
01/10/2014,183600,183600,183600,183600,19000,1
01/10/2014,183575,183575,183575,183575,1000,1
01/10/2014,183600,183600,183575,183575,6000,1
01/10/2014,183575,183575,183575,183575,28000,1
01/10/2014,183600,183600,183600,183600,9000,1
01/10/2014,183575,183600,183575,183600,19000,1
01/10/2014,183575,183600,183575,183575,12000,1
01/10/2014,183575,183600,183575,183600,1000,1
01/10/2014,183600,183600,183600,183600,0,1
01/10/2014,183575,183600,183575,183575,6000,1
01/10/2014,183575,183600,183575,183575,222000,1
01/10/2014,183575,183600,183575,183575,2000,1
01/10/2014,183575,183575,183575,183575,0,1
01/10/2014,183600,183600,183600,183600,1000,1
01/10/2014,183575,183575,183575,183575,58000,1
01/10/2014,183550,183550,183550,183550,9000,0
01/10/2014,183550,183575,183550,183550,34000,0
01/10/2014,183550,183550,183550,183550,102000,0
01/10/2014,183575,183600,183575,183575,154000,1
01/10/2014,183575,183600,183575,183575,132000,1
01/10/2014,183575,183575,183575,183575,29000,1
