"date","tstmp","pred_dir","SAR_SIG","RANGE","SAR2SIG","WRANGE","CSAR","CSAR_SIG","port","sig_dur","mtm","sr1","sr2","sr3","lag_sr1","lag_sr2","lag_sr3","fd1","fd2","fd3","open","close"
20130115,1142,0,2,0,2,0,5.76730406,1,0,0,0,-0.746517318,-0.767298189,-0.75530468,-0.859127295,0.892589849,-0.928770125,-0.627535222,-0.603603667,-0.646616481,0,25
20130115,1143,0,2,25,2,625,1.57966581,1,0,0,0,-0.750060782,-0.769447451,-0.770365333,-0.883344693,0.897174395,-0.913060691,-0.542170728,-0.604438234,-0.64747047,0,25
20130115,1144,0,2,50,2,2500,2.27988214,1,0,0,0,-0.752777497,-0.764429885,-0.79023533,-0.948842457,0.884188659,-0.845122861,-0.739370408,-0.703878233,-0.664117709,-25,-50
20130115,1145,0,2,-50,2,-2500,5.83256185,1,0,0,0,-0.730039432,-0.750412029,-0.770463752,-0.883372089,0.896119579,-0.820109468,0.567605092,-0.583271533,-0.638783718,25,50
20130115,1146,0,2,-25,2,-625,9.09829132,1,0,0,0,-0.731761787,-0.742000841,-0.763601702,-0.926782034,0.892575308,-0.761741692,-0.525129909,-0.642870758,-0.655733405,25,50
20130115,1147,0,2,25,2,1250,11.8125533,1,0,0,0,-0.74229894,-0.736086348,-0.769754751,-0.954504788,0.879771806,-0.753229786,-0.718495623,-0.707085394,-0.670039812,-25,75
20130115,1148,0,1,-25,2,-1250,0,0,0,0,0,-0.661753748,-0.540949456,-0.6524502,0.615651299,0.907228601,0.750687467,-0.747583544,-0.682594127,-0.643354781,100,100
20130115,1149,0,2,125,2,15625,0,0,0,0,0,-0.734771162,-0.696874782,-0.769171688,-0.906669816,0.833052263,-0.87149359,-0.852715039,-0.739013039,-0.68379337,-125,-50
20130115,1150,0,2,0,2,0,0,0,0,0,0,-0.714209755,-0.70436179,-0.760429816,-0.893315827,0.830585276,-0.918889094,-0.746620892,-0.728050925,-0.679142596,-100,-50
20130115,1151,0,2,-25,2,-1875,18.75,1,0,0,0,-0.709749326,-0.739462333,-0.760141179,-0.809425838,0.858771945,-0.927210033,-0.649831053,-0.67964431,-0.664357663,-75,-25
20130115,1152,0,2,0,2,0,20.05,1,0,0,0,-0.722830761,-0.754342843,-0.765748773,-0.85403483,0.878115237,-0.912607322,0.522566133,-0.647552636,-0.663998424,-50,0
20130115,1153,0,2,0,2,0,17.649,1,0,0,0,-0.737857865,-0.76313219,-0.778152285,-0.89035137,0.891480775,-0.912216195,0.56303199,-0.58691529,-0.655772037,-50,0
20130115,1154,0,2,0,2,0,32.29602,1,0,0,0,-0.735997181,-0.762890045,-0.771651762,-0.892231762,0.891780008,-0.90908081,0.528781449,-0.601647181,-0.662027952,-50,25
20130115,1155,0,2,-25,1,-1250,0,0,0,0,0,-0.741611434,-0.729067407,-0.753524042,-0.897937989,0.898138182,-0.834418189,-0.533642184,-0.672167154,-0.663184182,-50,-25
20130115,1156,0,2,0,1,0,0,0,0,0,0,-0.747461345,-0.727867704,-0.750442993,-0.949529826,0.890114174,-0.8841648,-0.731746049,-0.699009817,-0.666464885,-75,-75
20130115,1157,0,2,-25,1,-1250,0,0,0,0,0,-0.736418732,-0.704759011,-0.645847461,-0.887134083,0.905685526,-0.780515071,-0.507164386,0.534492926,-0.623466367,-25,-25
20130115,1158,1,1,-25,1,-625,-50,-1,0,22,0,0.783549508,0.752905011,0.697644228,0.662427032,0.907986449,0.822034759,0.555371231,0.599601532,-0.590327088,50,25
20130115,1159,1,1,-25,1,-625,-71.5,-1,1,23,0,0.855095281,0.776121264,0.712639952,0.747633557,0.907634267,0.840249368,0.642114563,0.602431033,-0.596608285,50,50
20130115,1200,1,1,25,1,625,-85.37,-1,2,24,0,0.833747595,0.77187823,0.708388418,0.665092388,0.907501471,0.83277716,-0.566571288,0.541238271,-0.613760625,25,25
20130115,1201,0,1,25,2,1250,0,0,0,0,0,0.621391564,0.604486937,-0.666496683,0.772146646,0.907212703,0.845437432,-0.529013442,-0.708537485,-0.658761144,0,0
20130115,1202,0,1,0,2,0,0,0,0,0,0,0.749165904,-0.522012374,-0.707173899,0.703090105,0.903734528,0.765851086,-0.756942726,-0.725465057,-0.666463142,0,0
20130115,1203,0,1,0,2,0,0,0,0,0,0,0.662739116,-0.532284884,-0.700644218,0.726081256,0.906018249,0.73184948,-0.735606153,-0.718231791,-0.659827902,0,0
20130115,1204,1,1,0,1,0,-35.7302976,-1,3,25,-25,0.6864588,0.671972859,0.567424592,0.691162193,0.909936951,0.78952502,-0.796837256,-0.56664601,-0.615497358,0,0
20130115,1205,1,1,0,1,0,-33.5156917,-1,4,26,-50,0.922106237,0.714945213,0.51791111,0.841093413,0.909397844,0.8466872,-0.615994305,-0.55837869,-0.627385639,0,25
20130115,1206,0,1,0,2,0,0,0,0,0,0,0.799106934,0.597761852,-0.688939749,0.853705265,0.908727385,0.8484564,-0.54725933,-0.697677701,-0.650401408,0,25
20130115,1207,0,1,0,2,0,0,0,0,0,0,0.701046921,-0.561901424,-0.741785518,0.814446515,0.907469717,0.784313649,-0.738586737,-0.718520709,-0.656578704,-25,0
20130115,1208,0,1,0,2,0,0,0,0,0,0,0.658869837,0.510212527,-0.659362729,0.75131995,0.908453559,0.836439863,-0.762804771,-0.665533087,-0.629338597,-25,0
20130115,1209,0,1,25,2,625,0,0,0,0,0,0.779795314,-0.553176885,-0.694665927,0.82524304,0.907330195,0.827863997,-0.673534969,-0.685248812,-0.650626029,-25,-25
20130115,1210,0,1,25,2,625,0,0,0,0,0,0.737696164,-0.576022623,-0.666193548,0.798571951,0.906787266,0.804825108,-0.685625638,-0.682438893,-0.64947444,-25,-25
20130115,1211,0,2,-25,2,-1250,21.832582,1,0,0,0,-0.722262304,-0.728952616,-0.772494956,-0.856004755,0.892636877,0.674856122,0.627852145,-0.668759221,-0.65698327,150,25
20130115,1212,0,2,-25,2,-625,33.1210431,1,0,0,0,-0.727981001,-0.727702291,-0.779529281,-0.92329124,0.8933265,0.630867409,0.534350521,-0.658238725,-0.651215096,150,25
20130115,1213,0,2,0,2,0,42.1904658,1,0,0,0,-0.738653611,-0.727115564,-0.78244265,-0.94652796,0.887170217,0.592517231,-0.637680595,-0.696029636,-0.66164148,125,-25
20130115,1214,0,2,-25,1,-625,0,0,0,0,0,-0.726010338,-0.678827588,-0.750779504,-0.842435148,0.903050169,0.76677025,-0.574276857,-0.664324159,-0.650921279,150,100
20130115,1215,0,2,0,1,0,0,0,0,0,0,-0.7388013,-0.688754181,-0.759071925,-0.891959297,0.901541156,0.739552465,-0.679768198,-0.686718563,-0.655671708,125,75
20130115,1216,0,2,75,2,9375,37.2197115,1,0,0,0,-0.722409861,-0.670819871,-0.783294795,-0.921296397,0.816265257,0.599105786,-0.73939831,-0.734479535,-0.679371186,50,-25
20130115,1217,0,2,-25,2,-625,32.3531202,1,0,0,0,-0.711933611,-0.678954889,-0.790391908,-0.936073514,0.810075826,-0.860702643,-0.589403973,-0.724875279,-0.674331563,75,25
